what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1131045783968
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1131045784187
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1131045784250
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1131045784546
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1131045784765
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1131045785234
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1131045790187
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1131045799843
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1131045807734
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1131045808765
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1131045809062
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1131045809093
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1131045817031
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1131045822859
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1131045823000
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1131045823093
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1131045824421
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1131045827875
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1131046925781
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1131046929328
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1131046945953
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1131046996281
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1131047004062
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1131047009000
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1131047009093
