what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243602664531
activated,editor,org.jboss.tools.hibernate.xml.ui,3.0.1.GA-R200905070146-H18,org.jboss.tools.hibernate.ui.xml.editor.HibConfig3CompoundEditor,1243602674421
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243603633171
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1243603644265
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1243603645937
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243603656718
activated,view,org.eclipse.ui.ide,3.4.0.I20080606-1300,org.eclipse.ui.views.ProblemView,1243603674609
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243603692140
opened,editor,org.jboss.tools.hibernate.xml.ui,3.0.1.GA-R200905070146-H18,org.jboss.tools.hibernate.ui.xml.editor.HibConfig3CompoundEditor,1243603692343
activated,editor,org.jboss.tools.hibernate.xml.ui,3.0.1.GA-R200905070146-H18,org.jboss.tools.hibernate.ui.xml.editor.HibConfig3CompoundEditor,1243603692406
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243603699609
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243603699609
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243603699671
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243603759562
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243603762000
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1243603765406
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1243603776265
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243603786906
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243603786921
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243603787015
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243603833734
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1243603842843
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1243603844406
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243603851750
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243603853937
