what,kind,bundleId,bundleVersion,description,time
opened,editor,org.jboss.tools.hibernate.xml.ui,3.0.1.GA-R200905070146-H18,org.jboss.tools.hibernate.ui.xml.editor.HibConfig3CompoundEditor,1243602533937
activated,editor,org.jboss.tools.hibernate.xml.ui,3.0.1.GA-R200905070146-H18,org.jboss.tools.hibernate.ui.xml.editor.HibConfig3CompoundEditor,1243602534203
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.0.v200805221604,org.eclipse.wst.jsdt.web.core,1243602535000
started,bundle,org.eclipse.jst.j2ee.jca,1.1.200.v200806041500,org.eclipse.jst.j2ee.jca,1243602535062
started,bundle,org.eclipse.jpt.core,2.0.0.v200805220000,org.eclipse.jpt.core,1243602535140
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1243602557234
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.delete,1243602560453
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243602565000
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602567875
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1243602569359
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602570718
executed,command,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.edit.text.java.rename.element,1243602570734
activated,editor,org.jboss.tools.hibernate.xml.ui,3.0.1.GA-R200905070146-H18,org.jboss.tools.hibernate.ui.xml.editor.HibConfig3CompoundEditor,1243602571828
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.paste,1243602573531
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1243602576640
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243602580515
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1243602586859
opened,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1243602593062
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1243602593218
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243602597328
opened,editor,org.jboss.tools.hibernate.xml.ui,3.0.1.GA-R200905070146-H18,org.jboss.tools.hibernate.ui.xml.editor.Hibernate3CompoundEditor,1243602597546
activated,editor,org.jboss.tools.hibernate.xml.ui,3.0.1.GA-R200905070146-H18,org.jboss.tools.hibernate.ui.xml.editor.Hibernate3CompoundEditor,1243602597703
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1243602600875
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243602601421
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.CompilationUnitEditor,1243602601593
