what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243601886328
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243601894781
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243601938531
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243601947031
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243601953687
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243601962515
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243601967125
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243601978046
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243601992687
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602000187
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602007968
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602014265
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602014296
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602025906
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602038515
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602043828
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602047828
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602056640
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602061750
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602068875
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602073765
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602079687
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602084562
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602095046
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602096734
