what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243603853953
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243603854000
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243603882375
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1243603889578
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1243603891015
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243603894968
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1243603899953
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1243603910000
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1243603911437
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243603923796
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243603925937
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243603925953
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243603926000
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243604078671
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1243604086046
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1243604087500
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243604095015
activated,editor,org.jboss.tools.hibernate.xml.ui,3.0.1.GA-R200905070146-H18,org.jboss.tools.hibernate.ui.xml.editor.HibConfig3CompoundEditor,1243604095187
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.edit.copy,1243604103218
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243604106953
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243604106953
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243604107015
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243604144171
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243604146296
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1243604149000
