what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602101734
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602105937
started,bundle,org.eclipse.jst.j2ee.ui,1.1.200.v200805140020,org.eclipse.jst.j2ee.ui,1243602113875
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602116671
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602120750
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602128515
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602129796
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602134046
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602139218
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602148875
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602161015
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602166640
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602170703
executed,command,org.eclipse.ui,3.4.0.I20080610-1200,org.eclipse.ui.file.save,1243602174984
executed,command,org.eclipse.jdt.debug.ui,3.3.0.v20080603,org.eclipse.jdt.debug.ui.localJavaShortcut.run,1243602188062
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1243602190812
activated,view,org.eclipse.jdt.ui,3.4.0.v20080603-2000,org.eclipse.jdt.ui.PackageExplorer,1243602201875
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602249859
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602324828
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602337296
activated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602343562
deactivated,workbench,org.eclipse.ui.workbench,3.4.0.I20080606-1300,,1243602352781
started,bundle,org.eclipse.pde.core,3.4.0.v20080604-2000,org.eclipse.pde.core,1243602362187
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.0.v200804302218,org.eclipse.wst.jsdt.manipulation,1243602362453
started,bundle,org.eclipse.wst.jsdt.core,1.0.0.v200805291857,org.eclipse.wst.jsdt.core,1243602362796
